1671581109	2022-12-21 01:05:09	57.1
1671582772	2022-12-21 01:32:52	56.0
1671583125	2022-12-21 01:38:45	57.4
1671583276	2022-12-21 01:41:16	55.9
1671588414	2022-12-21 03:06:54	55.3
1671590379	2022-12-21 03:39:39	55.0
1671593342	2022-12-21 04:29:02	54.3
1671594249	2022-12-21 04:44:09	54.1
1671594944	2022-12-21 04:55:44	54.3
1671597906	2022-12-21 05:45:06	54.2
1671599599	2022-12-21 06:13:19	53.9
1671605100	2022-12-21 07:45:00	53.0
1671608808	2022-12-21 08:46:48	55.9
1671609282	2022-12-21 08:54:42	63.4
1671609574	2022-12-21 08:59:34	57.3
1671609867	2022-12-21 09:04:27	56.8
1671611097	2022-12-21 09:24:57	55.0
1671611198	2022-12-21 09:26:38	61.1
1671611540	2022-12-21 09:32:20	55.0
1671611943	2022-12-21 09:39:03	53.2
1671612367	2022-12-21 09:46:07	53.7
1671612639	2022-12-21 09:50:39	52.6
1671613718	2022-12-21 10:08:38	58.7
1671614787	2022-12-21 10:26:27	58.2
1671618193	2022-12-21 11:23:13	57.0
1671620693	2022-12-21 12:04:53	57.6
1671621892	2022-12-21 12:24:52	64.7
1671621952	2022-12-21 12:25:52	57.8
1671622950	2022-12-21 12:42:30	80.5
1671622960	2022-12-21 12:42:40	86.6
1671622981	2022-12-21 12:43:01	89.8
1671623001	2022-12-21 12:43:21	90.0
1671623092	2022-12-21 12:44:52	89.0
1671623223	2022-12-21 12:47:03	85.8
1671623395	2022-12-21 12:49:55	77.4
1671623456	2022-12-21 12:50:56	69.1
1671623748	2022-12-21 12:55:48	63.0
1671624202	2022-12-21 13:03:22	56.7
1671624525	2022-12-21 13:08:45	59.2
1671625200	2022-12-21 13:20:00	60.5
1671626389	2022-12-21 13:39:49	58.4
1671627417	2022-12-21 13:56:57	57.0
1671628939	2022-12-21 14:22:19	59.6
1671629755	2022-12-21 14:35:55	66.6
1671629851	2022-12-21 14:37:31	60.2
1671631660	2022-12-21 15:07:40	59.6
1671634967	2022-12-21 16:02:47	58.9
1671636235	2022-12-21 16:23:55	60.1
1671638099	2022-12-21 16:54:59	59.3
1671638986	2022-12-21 17:09:46	65.4
1671643450	2022-12-21 18:24:10	59.3
1671645093	2022-12-21 18:51:33	58.2
1671649526	2022-12-21 20:05:26	58.0
1671653687	2022-12-21 21:14:47	57.5
1671655732	2022-12-21 21:48:52	64.3
1671656246	2022-12-21 21:57:26	58.1
1671657113	2022-12-21 22:11:53	56.4
1671658281	2022-12-21 22:31:21	57.8
1671660669	2022-12-21 23:11:09	56.1
1671661848	2022-12-21 23:30:48	56.7
1671664104	2022-12-22 00:08:24	56.8
