1672964705	2023-01-06 01:25:05	off
1672968416	2023-01-06 02:26:56	off
1672972015	2023-01-06 03:26:55	off
1672990158	2023-01-06 08:29:18	off
1672992705	2023-01-06 09:11:45	on
1672992770	2023-01-06 09:12:50	off
1672992946	2023-01-06 09:15:46	off
1672993669	2023-01-06 09:27:49	off
1672994216	2023-01-06 09:36:56	on
1672994281	2023-01-06 09:38:01	off
1672994456	2023-01-06 09:40:56	off
1672995725	2023-01-06 10:02:05	on
1672995790	2023-01-06 10:03:10	off
1672995965	2023-01-06 10:06:05	off
1672995966	2023-01-06 10:06:06	off
1672997923	2023-01-06 10:38:43	on
1672997928	2023-01-06 10:38:48	on
1672997929	2023-01-06 10:38:49	on
1672997988	2023-01-06 10:39:48	off
1672998133	2023-01-06 10:42:13	off
1672998434	2023-01-06 10:47:14	off
1672998814	2023-01-06 10:53:34	on
1672998815	2023-01-06 10:53:35	on
1672998880	2023-01-06 10:54:40	off
1672999052	2023-01-06 10:57:32	off
1672999053	2023-01-06 10:57:33	off
1673000047	2023-01-06 11:14:07	off
1673002282	2023-01-06 11:51:22	on
1673002347	2023-01-06 11:52:27	off
1673002407	2023-01-06 11:53:27	on
1673002408	2023-01-06 11:53:28	on
1673002472	2023-01-06 11:54:32	off
1673002522	2023-01-06 11:55:22	off
1673002551	2023-01-06 11:55:51	on
1673002616	2023-01-06 11:56:56	off
1673002821	2023-01-06 12:00:21	off
1673003587	2023-01-06 12:13:07	on
1673003593	2023-01-06 12:13:13	on
1673003595	2023-01-06 12:13:15	on
1673003652	2023-01-06 12:14:12	off
1673003663	2023-01-06 12:14:23	on
1673003677	2023-01-06 12:14:37	on
1673003678	2023-01-06 12:14:38	on
1673003728	2023-01-06 12:15:28	off
1673003823	2023-01-06 12:17:03	off
1673006087	2023-01-06 12:54:47	on
1673006153	2023-01-06 12:55:53	off
1673006328	2023-01-06 12:58:48	off
1673006629	2023-01-06 13:03:49	off
1673007891	2023-01-06 13:24:51	off
1673008133	2023-01-06 13:28:53	off
1673008570	2023-01-06 13:36:10	off
1673008871	2023-01-06 13:41:11	off
1673009322	2023-01-06 13:48:42	off
1673009623	2023-01-06 13:53:43	off
1673009923	2023-01-06 13:58:43	off
1673010224	2023-01-06 14:03:44	off
1673010298	2023-01-06 14:04:58	on
1673010363	2023-01-06 14:06:03	off
1673010523	2023-01-06 14:08:43	off
1673010818	2023-01-06 14:13:38	on
1673010819	2023-01-06 14:13:39	on
1673010819	2023-01-06 14:13:39	on
1673010883	2023-01-06 14:14:43	off
1673011058	2023-01-06 14:17:38	off
1673011174	2023-01-06 14:19:34	on
1673011175	2023-01-06 14:19:35	on
1673011239	2023-01-06 14:20:39	off
