1671667200	2022-12-22 01:00:00	3668	4767	1000
1671667201	2022-12-22 01:00:01	4007	4973	1000
1671667202	2022-12-22 01:00:02	3665	4727	1000
1671667203	2022-12-22 01:00:03	3665	4727	1000
1671667204	2022-12-22 01:00:04	3923	4345	1000
1671667205	2022-12-22 01:00:05	3923	4345	1000
1671667206	2022-12-22 01:00:06	3923	4345	1000
1671667207	2022-12-22 01:00:07	3921	4968	1000
1671667208	2022-12-22 01:00:08	4271	4976	1000
1671667209	2022-12-22 01:00:09	3724	4879	1000
1671667210	2022-12-22 01:00:10	4030	5020	1000
1671667211	2022-12-22 01:00:11	4030	5020	1000
1671667212	2022-12-22 01:00:12	3803	4708	1000
1671667213	2022-12-22 01:00:13	4635	4772	1000
1671667214	2022-12-22 01:00:14	4047	4798	1000
1671667217	2022-12-22 01:00:17	4358	4778	1000
1671667217	2022-12-22 01:00:17	4299	5075	1000
1671667217	2022-12-22 01:00:17	3842	4979	1000
1671667219	2022-12-22 01:00:19	3810	4651	1000
1671667220	2022-12-22 01:00:20	3426	4590	1000
1671667221	2022-12-22 01:00:21	3426	4590	1000
1671667222	2022-12-22 01:00:22	3426	4590	1000
1671667223	2022-12-22 01:00:23	3845	4727	1000
1671667224	2022-12-22 01:00:24	3949	4416	1000
1671667227	2022-12-22 01:00:27	3949	4416	1000
1671667227	2022-12-22 01:00:27	4672	5160	1000
1671667227	2022-12-22 01:00:27	4672	5160	1000
1671667228	2022-12-22 01:00:28	4672	5160	1000
1671667229	2022-12-22 01:00:29	4672	5160	1000
1671667230	2022-12-22 01:00:30	4672	5160	1000
1671667231	2022-12-22 01:00:31	4672	5160	1000
1671667232	2022-12-22 01:00:32	4305	4747	1000
1671667233	2022-12-22 01:00:33	4055	5038	1000
1671667234	2022-12-22 01:00:34	4168	4616	1000
1671667235	2022-12-22 01:00:35	4159	4976	1000
1671667236	2022-12-22 01:00:36	3812	4660	1000
1671667237	2022-12-22 01:00:37	4081	4902	1000
1671667238	2022-12-22 01:00:38	4011	5198	1000
1671667239	2022-12-22 01:00:39	4011	5198	1000
1671667240	2022-12-22 01:00:40	4639	4990	1000
1671667241	2022-12-22 01:00:41	4639	4990	1000
1671667242	2022-12-22 01:00:42	4639	4990	1000
1671667243	2022-12-22 01:00:43	4786	5313	1000
1671667244	2022-12-22 01:00:44	4786	5313	1000
1671667245	2022-12-22 01:00:45	4786	5313	1000
1671667247	2022-12-22 01:00:47	4433	5122	1000
1671667247	2022-12-22 01:00:47	4770	5260	1000
1671667248	2022-12-22 01:00:48	4770	5260	1000
1671667249	2022-12-22 01:00:49	4160	5110	1000
1671667250	2022-12-22 01:00:50	4160	5110	1000
1671667251	2022-12-22 01:00:51	4160	5110	1000
1671667252	2022-12-22 01:00:52	4160	5110	1000
1671667253	2022-12-22 01:00:53	4160	5110	1000
1671667254	2022-12-22 01:00:54	3863	4940	1000
1671667255	2022-12-22 01:00:55	3863	4940	1000
1671667257	2022-12-22 01:00:57	4674	5181	1000
1671667257	2022-12-22 01:00:57	4184	5072	1000
1671667258	2022-12-22 01:00:58	4076	5390	1000
1671667259	2022-12-22 01:00:59	4076	5390	1000
1671667260	2022-12-22 01:01:00	4343	4932	1000
1671667261	2022-12-22 01:01:01	4775	5294	1000
1671667262	2022-12-22 01:01:02	4775	5294	1000
1671667263	2022-12-22 01:01:03	4775	5294	1000
1671667264	2022-12-22 01:01:04	4775	5294	1000
1671667265	2022-12-22 01:01:05	4775	5294	1000
1671667266	2022-12-22 01:01:06	4775	5294	1000
1671667267	2022-12-22 01:01:07	4431	5002	1000
1671667268	2022-12-22 01:01:08	4088	4787	1000
1671667269	2022-12-22 01:01:09	4168	5166	1000
1671667270	2022-12-22 01:01:10	4638	5421	1000
1671667271	2022-12-22 01:01:11	4285	4970	1000
1671667272	2022-12-22 01:01:12	4285	4970	1000
1671667273	2022-12-22 01:01:13	4285	4970	1000
1671667274	2022-12-22 01:01:14	4285	4970	1000
1671667275	2022-12-22 01:01:15	4817	5291	1000
1671667277	2022-12-22 01:01:17	4817	5291	1000
1671667277	2022-12-22 01:01:17	4817	5291	1000
1671667278	2022-12-22 01:01:18	4817	5291	1000
1671667279	2022-12-22 01:01:19	4817	5291	1000
1671667280	2022-12-22 01:01:20	4468	5000	1000
1671667281	2022-12-22 01:01:21	4812	5313	1000
1671667282	2022-12-22 01:01:22	4386	5254	1000
1671667283	2022-12-22 01:01:23	4036	4944	1000
1671667284	2022-12-22 01:01:24	4036	4944	1000
1671667285	2022-12-22 01:01:25	4036	4944	1000
1671667287	2022-12-22 01:01:27	4036	4944	1000
1671667287	2022-12-22 01:01:27	4286	4607	1000
1671667288	2022-12-22 01:01:28	4730	5109	1000
1671667289	2022-12-22 01:01:29	4730	5109	1000
1671667290	2022-12-22 01:01:30	4730	5109	1000
1671667291	2022-12-22 01:01:31	4730	5109	1000
1671667292	2022-12-22 01:01:32	4730	5109	1000
1671667293	2022-12-22 01:01:33	4352	5084	1000
1671667294	2022-12-22 01:01:34	4110	5264	1000
1671667295	2022-12-22 01:01:35	3885	4948	1000
1671667297	2022-12-22 01:01:37	3885	4948	1000
1671667297	2022-12-22 01:01:37	3626	4565	1000
1671667298	2022-12-22 01:01:38	4151	4867	1000
1671667299	2022-12-22 01:01:39	4042	4504	1000
1671667300	2022-12-22 01:01:40	3875	4789	1000
1671667301	2022-12-22 01:01:41	3730	4461	1000
1671667302	2022-12-22 01:01:42	4274	4698	1000
1671667303	2022-12-22 01:01:43	4798	5358	1000
1671667304	2022-12-22 01:01:44	4798	5358	1000
1671667305	2022-12-22 01:01:45	4307	5227	1000
1671667307	2022-12-22 01:01:47	4682	5296	1000
1671667307	2022-12-22 01:01:47	4913	5542	1000
1671667308	2022-12-22 01:01:48	4778	5175	1000
1671667309	2022-12-22 01:01:49	4778	5175	1000
1671667311	2022-12-22 01:01:51	4778	5175	1000
1671667312	2022-12-22 01:01:52	4442	4677	1000
1671667313	2022-12-22 01:01:53	4661	5472	1000
1671667314	2022-12-22 01:01:54	4301	5141	1000
1671667315	2022-12-22 01:01:55	4301	5141	1000
1671667317	2022-12-22 01:01:57	4676	5147	1000
1671667317	2022-12-22 01:01:57	4676	5147	1000
1671667318	2022-12-22 01:01:58	4676	5147	1000
1671667319	2022-12-22 01:01:59	4676	5147	1000
1671667320	2022-12-22 01:02:00	4676	5147	1000
1671667321	2022-12-22 01:02:01	4676	5147	1000
1671667322	2022-12-22 01:02:02	4405	4871	1000
1671667323	2022-12-22 01:02:03	4823	4985	1000
1671667324	2022-12-22 01:02:04	4823	4985	1000
1671667325	2022-12-22 01:02:05	4274	4720	1000
1671667326	2022-12-22 01:02:06	4695	5145	1000
1671667327	2022-12-22 01:02:07	4695	5145	1000
1671667328	2022-12-22 01:02:08	4493	4834	1000
1671667329	2022-12-22 01:02:09	4078	4912	1000
1671667330	2022-12-22 01:02:10	4524	4901	1000
1671667331	2022-12-22 01:02:11	4098	5044	1000
1671667332	2022-12-22 01:02:12	3662	4876	1000
1671667333	2022-12-22 01:02:13	3928	4579	1000
1671667334	2022-12-22 01:02:14	4261	4916	1000
1671667335	2022-12-22 01:02:15	3860	4806	1000
1671667337	2022-12-22 01:02:17	3456	4606	1000
1671667337	2022-12-22 01:02:17	3751	4512	1000
1671667338	2022-12-22 01:02:18	3963	4962	1000
1671667339	2022-12-22 01:02:19	3963	4962	1000
1671667340	2022-12-22 01:02:20	3963	4962	1000
1671667341	2022-12-22 01:02:21	3616	4607	1000
1671667342	2022-12-22 01:02:22	3616	4607	1000
1671667343	2022-12-22 01:02:23	3616	4607	1000
1671667344	2022-12-22 01:02:24	4063	4510	1000
1671667345	2022-12-22 01:02:25	4063	4510	1000
1671667348	2022-12-22 01:02:28	4063	4510	1000
1671667348	2022-12-22 01:02:28	3713	4649	1000
1671667348	2022-12-22 01:02:28	3713	4649	1000
1671667349	2022-12-22 01:02:29	4255	4819	1000
1671667350	2022-12-22 01:02:30	3555	4569	1000
1671667351	2022-12-22 01:02:31	4711	5048	1000
1671667352	2022-12-22 01:02:32	4792	5412	1000
1671667353	2022-12-22 01:02:33	4529	5135	1000
1671667354	2022-12-22 01:02:34	4529	5135	1000
1671667355	2022-12-22 01:02:35	3797	4973	1000
1671667357	2022-12-22 01:02:37	4021	4723	1000
1671667357	2022-12-22 01:02:37	4545	4658	1000
1671667358	2022-12-22 01:02:38	4545	4658	1000
1671667359	2022-12-22 01:02:39	4786	5375	1000
1671667361	2022-12-22 01:02:41	4786	5375	1000
1671667362	2022-12-22 01:02:42	4786	5375	1000
1671667363	2022-12-22 01:02:43	4786	5375	1000
1671667364	2022-12-22 01:02:44	4786	5375	1000
1671667365	2022-12-22 01:02:45	4786	5375	1000
1671667367	2022-12-22 01:02:47	4779	5071	1000
1671667367	2022-12-22 01:02:47	4779	5071	1000
1671667368	2022-12-22 01:02:48	4779	5071	1000
1671667369	2022-12-22 01:02:49	4298	5084	1000
1671667370	2022-12-22 01:02:50	4736	5208	1000
1671667371	2022-12-22 01:02:51	4736	5208	1000
1671667372	2022-12-22 01:02:52	4736	5208	1000
1671667373	2022-12-22 01:02:53	4736	5208	1000
1671667374	2022-12-22 01:02:54	4736	5208	1000
1671667375	2022-12-22 01:02:55	4736	5208	1000
1671667377	2022-12-22 01:02:57	4736	5208	1000
1671667378	2022-12-22 01:02:58	4316	5168	1000
1671667379	2022-12-22 01:02:59	3882	5034	1000
1671667380	2022-12-22 01:03:00	3882	5034	1000
1671667381	2022-12-22 01:03:01	3882	5034	1000
1671667382	2022-12-22 01:03:02	3882	5034	1000
